id,subtotal,zone_code,weight_kg,fee,created_at
1205,920000,inner,21.8,30000,2026-06-19
1206,880000,inner,19.3,30000,2026-03-06
1207,2190000,inner,18.3,30000,2026-05-10
1208,1520000,suburb,22.5,45000,2026-03-04
1209,60000,inner,11.6,30000,2026-05-01
1210,2830000,suburb,22.1,45000,2026-01-20
1211,1160000,inner,10.4,30000,2026-08-15
1212,80000,inner,7.1,30000,2026-04-18
1213,2900000,remote,4.8,70000,2026-04-02
1214,1830000,inner,21.4,30000,2026-01-05
1215,1570000,remote,1.4,70000,2026-06-03
1216,960000,suburb,7.3,45000,2026-03-22
1217,2980000,remote,18.8,70000,2026-03-15
1218,230000,suburb,7.6,45000,2026-02-25
1219,1990000,suburb,10.8,45000,2026-02-25
1220,380000,remote,3.5,70000,2026-05-16
1221,1450000,remote,10.5,70000,2026-06-17
1222,1120000,inner,14.4,30000,2026-01-04
1223,2750000,remote,18.2,70000,2026-02-16
1224,1520000,remote,21.2,70000,2026-07-20
1225,2740000,suburb,15.4,45000,2026-06-05
1226,2710000,suburb,20.2,45000,2026-08-16
1227,1240000,remote,0.2,70000,2026-05-07
1228,2430000,inner,21.2,30000,2026-02-24
1229,2170000,remote,8.5,70000,2026-07-02
1230,1130000,remote,5.2,70000,2026-01-21
1231,1350000,suburb,7.6,45000,2026-02-10
1232,1700000,remote,17.2,70000,2026-01-04
1233,2070000,suburb,4.6,45000,2026-01-27
1234,1780000,suburb,20.0,45000,2026-08-16
1235,740000,remote,15.8,70000,2026-08-05
1236,1760000,remote,20.4,70000,2026-08-26
1237,330000,remote,18.2,70000,2026-05-19
1238,2890000,suburb,14.5,45000,2026-01-07
1239,1860000,suburb,7.2,45000,2026-02-05
1240,1780000,inner,13.4,30000,2026-07-21
1241,2970000,inner,15.0,30000,2026-07-06
1242,1660000,suburb,10.5,45000,2026-01-09
1243,1260000,suburb,20.8,45000,2026-06-15
1244,1150000,suburb,3.0,45000,2026-05-06
1245,1080000,inner,12.7,30000,2026-02-15
1246,2610000,suburb,8.6,45000,2026-03-07
1247,2730000,suburb,8.3,45000,2026-05-25
1248,2690000,inner,18.2,30000,2026-03-07
1249,2030000,suburb,7.9,45000,2026-02-01
1250,490000,inner,22.3,30000,2026-06-15
1251,2710000,inner,14.5,30000,2026-05-01
1252,1120000,suburb,5.0,45000,2026-06-07
1253,2770000,suburb,11.1,45000,2026-06-25
1254,1440000,inner,7.0,30000,2026-03-06
1255,2910000,inner,13.7,30000,2026-02-07
1256,1680000,remote,23.6,70000,2026-05-05
1257,2980000,suburb,2.0,45000,2026-04-06
1258,1780000,remote,3.4,70000,2026-08-02
1259,300000,suburb,1.5,45000,2026-02-13
1260,2050000,suburb,15.0,45000,2026-03-23
1261,2330000,remote,8.4,70000,2026-06-10
1262,2780000,inner,19.2,30000,2026-02-25
1263,720000,remote,20.1,70000,2026-02-27
1264,2440000,remote,7.9,70000,2026-02-15
1265,2430000,remote,23.7,70000,2026-08-08
1266,1370000,inner,4.7,30000,2026-06-13
1267,1740000,remote,12.3,70000,2026-06-15
1268,2480000,inner,12.1,30000,2026-02-12
1269,1490000,inner,14.5,30000,2026-06-20
1270,570000,remote,17.9,70000,2026-07-27
1271,1710000,inner,7.7,30000,2026-02-26
1272,2100000,suburb,15.6,45000,2026-07-08
1273,860000,remote,1.8,70000,2026-08-13
1274,2250000,inner,19.7,30000,2026-07-19
1275,1250000,remote,16.8,70000,2026-03-22
1276,2980000,remote,14.9,70000,2026-08-04
1277,1710000,suburb,11.2,45000,2026-02-27
1278,2120000,suburb,2.9,45000,2026-02-20
1279,1990000,remote,16.2,70000,2026-06-16
1280,510000,inner,3.6,30000,2026-04-27
1281,50000,remote,3.9,70000,2026-03-22
1282,1540000,remote,14.5,70000,2026-07-20
1283,1100000,inner,14.3,30000,2026-06-10
1284,1600000,remote,24.6,70000,2026-07-23
1285,500000,suburb,24.7,45000,2026-01-20
1286,700000,suburb,9.4,45000,2026-05-02
1287,320000,remote,14.1,70000,2026-01-23
1288,610000,suburb,1.0,45000,2026-05-28
1289,2060000,suburb,9.7,45000,2026-06-23
1290,2270000,suburb,4.5,45000,2026-04-22
1291,1010000,inner,23.1,30000,2026-07-27
1292,830000,suburb,16.8,45000,2026-05-28
1293,100000,inner,0.6,30000,2026-02-21
1294,2540000,remote,2.3,70000,2026-07-05
1295,2170000,remote,17.4,70000,2026-08-26
1296,970000,suburb,10.7,45000,2026-08-17
1297,2010000,suburb,4.8,45000,2026-06-08
1298,80000,remote,18.3,70000,2026-08-28
1299,2610000,remote,23.2,70000,2026-05-14
1300,1920000,remote,14.3,70000,2026-01-02
1301,1930000,remote,12.1,70000,2026-02-19
1302,450000,remote,18.3,70000,2026-03-24
1303,2430000,suburb,22.3,45000,2026-02-17
1304,1300000,inner,18.6,30000,2026-08-21
1305,440000,remote,1.5,70000,2026-05-20
1306,2780000,suburb,11.5,45000,2026-01-16
1307,2980000,suburb,9.0,45000,2026-06-14
1308,1530000,suburb,17.4,45000,2026-03-02
1309,1600000,remote,15.8,70000,2026-05-02
1310,910000,remote,24.8,70000,2026-01-22
1311,180000,remote,2.2,70000,2026-05-16
1312,440000,remote,3.5,70000,2026-05-09
1313,1450000,suburb,18.6,45000,2026-05-01
1314,940000,remote,11.3,70000,2026-03-22
1315,1380000,inner,4.7,30000,2026-04-16
1316,210000,remote,24.2,70000,2026-06-03
1317,830000,remote,24.8,70000,2026-08-25
1318,1260000,suburb,16.0,45000,2026-08-24
1319,1810000,inner,6.8,30000,2026-01-21
1320,310000,inner,10.1,30000,2026-03-15
1321,2480000,suburb,17.2,45000,2026-04-13
1322,2470000,suburb,13.4,45000,2026-05-05
1323,110000,suburb,11.3,45000,2026-05-26
1324,1660000,remote,23.0,70000,2026-01-04
1325,1860000,remote,23.0,70000,2026-07-20
1326,1760000,suburb,20.1,45000,2026-05-09
1327,2050000,suburb,16.9,45000,2026-08-25
1328,1040000,inner,17.3,30000,2026-06-22
1329,1650000,inner,0.4,30000,2026-01-22
1330,110000,inner,13.2,30000,2026-07-04
1331,2330000,remote,18.2,70000,2026-06-08
1332,1030000,suburb,15.6,45000,2026-01-01
1333,1160000,inner,24.0,30000,2026-02-23
1334,710000,inner,19.1,30000,2026-07-22
1335,2940000,remote,17.5,70000,2026-03-04
1336,1550000,suburb,23.4,45000,2026-08-22
1337,2370000,remote,10.8,70000,2026-05-25
1338,1700000,remote,19.6,70000,2026-05-06
1339,360000,suburb,8.4,45000,2026-07-13
1340,1370000,inner,11.1,30000,2026-05-06
1341,1070000,suburb,16.2,45000,2026-07-06
1342,780000,inner,15.4,30000,2026-07-07
1343,2310000,inner,1.1,30000,2026-05-04
1344,2970000,inner,11.3,30000,2026-05-25
1345,810000,suburb,16.7,45000,2026-01-02
1346,820000,suburb,14.5,45000,2026-06-13
1347,2560000,remote,10.2,70000,2026-08-14
1348,400000,remote,9.7,70000,2026-04-01
1349,2510000,remote,13.5,70000,2026-02-19
1350,1750000,suburb,1.6,45000,2026-05-13
1351,510000,remote,21.4,70000,2026-06-18
1352,460000,suburb,19.2,45000,2026-08-25
1353,1080000,remote,1.2,70000,2026-03-18
1354,1020000,suburb,9.9,45000,2026-05-23
1355,1880000,inner,22.2,30000,2026-08-03
1356,1020000,suburb,5.0,45000,2026-03-02
1357,1270000,remote,1.8,70000,2026-08-13
1358,1620000,remote,24.1,70000,2026-08-18
1359,130000,suburb,1.6,45000,2026-01-11
1360,260000,remote,5.4,70000,2026-07-04
1361,2720000,remote,21.8,70000,2026-08-22
1362,810000,remote,1.1,70000,2026-04-03
1363,2550000,inner,22.7,30000,2026-01-16
1364,280000,remote,16.3,70000,2026-04-23
1365,930000,inner,20.6,30000,2026-01-10
1366,2380000,inner,14.9,30000,2026-03-27
1367,630000,inner,20.0,30000,2026-08-20
1368,370000,inner,8.6,30000,2026-04-14
1369,2100000,remote,24.4,70000,2026-06-04
1370,2840000,remote,20.9,70000,2026-03-11
1371,280000,inner,1.8,30000,2026-03-11
1372,770000,suburb,17.5,45000,2026-07-06
1373,890000,remote,23.2,70000,2026-08-08
1374,730000,inner,21.2,30000,2026-02-26
1375,1970000,remote,22.0,70000,2026-03-01
1376,80000,inner,23.2,30000,2026-01-06
1377,1500000,remote,20.2,70000,2026-07-23
1378,690000,suburb,16.1,45000,2026-04-05
1379,2350000,remote,23.5,70000,2026-07-08
1380,240000,remote,12.6,70000,2026-03-23
1381,1590000,inner,0.3,30000,2026-06-14
1382,1030000,inner,24.4,30000,2026-02-17
1383,1900000,remote,19.3,70000,2026-04-15
1384,1110000,remote,5.0,70000,2026-05-02
1385,2470000,inner,4.2,30000,2026-08-06
1386,320000,inner,5.4,30000,2026-06-10
1387,1760000,suburb,2.8,45000,2026-08-02
1388,2800000,inner,19.7,30000,2026-03-06
1389,2680000,suburb,22.4,45000,2026-02-03
1390,2320000,remote,5.1,70000,2026-06-14
1391,1710000,remote,2.9,70000,2026-04-25
1392,550000,inner,10.4,30000,2026-04-24
1393,1970000,inner,11.9,30000,2026-04-03
1394,320000,suburb,5.6,45000,2026-07-05
1395,2370000,remote,9.5,70000,2026-03-13
1396,1040000,suburb,5.2,45000,2026-06-09
1397,210000,inner,3.6,30000,2026-01-09
1398,2390000,suburb,19.1,45000,2026-07-06
1399,1560000,inner,19.9,30000,2026-03-26
1400,920000,remote,10.4,70000,2026-04-03
1401,2550000,remote,11.9,70000,2026-04-19
1402,1470000,suburb,10.8,45000,2026-01-24
1403,1310000,inner,14.6,30000,2026-06-14
1404,810000,remote,24.5,70000,2026-01-14
1405,2450000,inner,13.4,30000,2026-01-14
1406,550000,suburb,6.2,45000,2026-08-16
1407,110000,remote,3.5,70000,2026-07-07
1408,1270000,suburb,12.1,45000,2026-02-01
1409,870000,suburb,14.3,45000,2026-08-28
1410,170000,remote,19.3,70000,2026-08-15
1411,2120000,remote,21.8,70000,2026-03-26
1412,2420000,remote,15.8,70000,2026-01-28
1413,1750000,suburb,10.8,45000,2026-01-10
1414,2820000,suburb,17.2,45000,2026-04-26
1415,1760000,remote,23.6,70000,2026-01-17
1416,1910000,remote,9.7,70000,2026-01-04
1417,250000,suburb,4.5,45000,2026-06-12
1418,390000,remote,24.5,70000,2026-04-05
1419,2810000,inner,12.1,30000,2026-02-21
1420,1120000,remote,8.9,70000,2026-04-11
1421,2620000,suburb,1.6,45000,2026-07-09
1422,1810000,suburb,12.6,45000,2026-08-16
1423,2450000,inner,15.6,30000,2026-05-15
1424,380000,remote,2.4,70000,2026-04-15
1425,960000,suburb,2.9,45000,2026-05-03
1426,620000,suburb,3.9,45000,2026-03-16
1427,2710000,inner,10.5,30000,2026-01-10
1428,2820000,remote,8.8,70000,2026-03-16
1429,150000,suburb,1.8,45000,2026-05-07
1430,2710000,inner,14.6,30000,2026-06-14
1431,1720000,remote,16.7,70000,2026-08-19
1432,2850000,remote,7.7,70000,2026-08-15
1433,1610000,inner,6.6,30000,2026-03-26
1434,1950000,suburb,21.2,45000,2026-05-25
1435,1850000,inner,23.9,30000,2026-05-15
1436,870000,remote,24.3,70000,2026-05-06
1437,830000,remote,3.1,70000,2026-03-08
1438,2990000,suburb,6.7,45000,2026-03-15
1439,1100000,inner,8.1,30000,2026-01-22
1440,800000,suburb,13.6,45000,2026-06-15
1441,2780000,inner,23.0,30000,2026-05-04
1442,2600000,suburb,23.2,45000,2026-03-15
1443,70000,inner,17.7,30000,2026-06-21
1444,1530000,suburb,14.2,45000,2026-03-26
1445,1780000,suburb,12.1,45000,2026-02-24
1446,760000,inner,0.8,30000,2026-02-10
1447,1170000,remote,2.5,70000,2026-08-12
1448,1040000,inner,23.4,30000,2026-04-26
1449,1050000,suburb,13.6,45000,2026-01-03
1450,490000,suburb,12.4,45000,2026-07-07
1451,2660000,remote,9.2,70000,2026-01-22
1452,2230000,inner,9.4,30000,2026-06-13
1453,1810000,suburb,24.4,45000,2026-06-10
1454,490000,remote,22.2,70000,2026-04-24
1455,2170000,remote,4.3,70000,2026-08-10
1456,2220000,remote,20.9,70000,2026-07-05
1457,490000,remote,7.7,70000,2026-03-07
1458,1760000,remote,19.0,70000,2026-02-19
1459,80000,inner,22.9,30000,2026-07-21
1460,940000,suburb,14.3,45000,2026-08-23
1461,1070000,inner,9.7,30000,2026-03-27
1462,2560000,remote,20.7,70000,2026-01-27
1463,1600000,remote,18.5,70000,2026-08-18
1464,180000,inner,6.7,30000,2026-01-05
1465,2460000,remote,16.7,70000,2026-02-21
1466,2180000,suburb,22.7,45000,2026-03-16
1467,1300000,remote,19.2,70000,2026-01-04
1468,390000,suburb,12.1,45000,2026-06-19
1469,1370000,suburb,20.5,45000,2026-08-23
1470,2670000,suburb,6.6,45000,2026-01-28
1471,340000,remote,11.6,70000,2026-03-11
1472,740000,remote,1.5,70000,2026-06-06
1473,2190000,suburb,7.4,45000,2026-06-02
1474,440000,remote,15.8,70000,2026-04-25
1475,900000,inner,8.0,30000,2026-06-28
1476,1590000,remote,17.5,70000,2026-05-22
1477,540000,suburb,3.8,45000,2026-06-27
1478,2700000,inner,19.5,30000,2026-05-12
1479,1790000,suburb,5.6,45000,2026-03-04
1480,1180000,remote,22.4,70000,2026-04-26
1481,2740000,remote,11.6,70000,2026-02-14
1482,640000,inner,12.1,30000,2026-03-01
1483,1900000,suburb,11.2,45000,2026-03-27
1484,2720000,remote,17.8,70000,2026-06-06
1485,650000,inner,21.4,30000,2026-04-05
1486,1210000,inner,5.4,30000,2026-05-05
1487,2220000,inner,0.7,30000,2026-02-03
1488,2250000,suburb,2.9,45000,2026-01-07
1489,2670000,remote,3.1,70000,2026-01-16
1490,270000,suburb,16.8,45000,2026-02-10
1491,680000,inner,22.5,30000,2026-04-19
1492,1840000,inner,3.8,30000,2026-01-03
1493,1470000,remote,4.2,70000,2026-06-12
1494,1280000,remote,20.5,70000,2026-02-04
1495,2750000,inner,5.0,30000,2026-04-23
1496,920000,suburb,2.6,45000,2026-01-24
1497,2630000,inner,17.5,30000,2026-08-12
1498,2300000,inner,20.9,30000,2026-02-06
1499,2220000,suburb,5.8,45000,2026-04-17
1500,1650000,inner,2.9,30000,2026-02-15
1501,2580000,inner,7.3,30000,2026-06-23
1502,250000,remote,12.4,70000,2026-02-11
1503,1500000,suburb,18.5,45000,2026-08-20
1504,2320000,remote,10.3,70000,2026-04-18
1505,1010000,suburb,20.1,45000,2026-02-27
1506,1930000,remote,25.0,70000,2026-03-01
1507,580000,suburb,13.2,45000,2026-07-15
1508,480000,remote,10.0,70000,2026-02-05
1509,570000,remote,9.2,70000,2026-03-03
1510,1780000,inner,21.1,30000,2026-04-20
1511,670000,suburb,10.7,45000,2026-04-27
1512,1470000,suburb,19.8,45000,2026-05-25
1513,2090000,remote,16.7,70000,2026-06-16
1514,2530000,suburb,19.2,45000,2026-05-05
1515,670000,inner,12.5,30000,2026-05-16
1516,730000,remote,18.5,70000,2026-01-04
1517,2600000,inner,9.7,30000,2026-01-06
1518,1720000,remote,15.6,70000,2026-03-10
1519,440000,inner,11.8,30000,2026-08-26
1520,2590000,suburb,6.7,45000,2026-08-17
1521,2810000,suburb,1.0,45000,2026-01-25
1522,650000,suburb,8.0,45000,2026-07-15
1523,2310000,suburb,1.0,45000,2026-08-02
1524,1600000,remote,10.9,70000,2026-03-16
1525,2040000,suburb,2.9,45000,2026-08-25
1526,2560000,remote,14.1,70000,2026-08-16
1527,2640000,inner,6.7,30000,2026-01-13
1528,1980000,remote,24.4,70000,2026-06-25
1529,360000,suburb,1.3,45000,2026-01-19
1530,1830000,suburb,22.3,45000,2026-01-25
1531,1990000,suburb,8.8,45000,2026-02-14
1532,2150000,suburb,16.6,45000,2026-06-02
1533,1250000,inner,2.3,30000,2026-05-19
1534,380000,remote,8.6,70000,2026-05-04
1535,2800000,inner,11.6,30000,2026-06-02
1536,2950000,suburb,0.7,45000,2026-07-09
1537,160000,suburb,14.3,45000,2026-06-13
1538,2980000,suburb,12.3,45000,2026-02-26
1539,1100000,remote,12.7,70000,2026-06-16
1540,1780000,remote,7.6,70000,2026-03-20
1541,1080000,suburb,21.2,45000,2026-08-21
1542,2790000,inner,6.8,30000,2026-04-10
1543,2980000,suburb,5.8,45000,2026-07-26
1544,520000,remote,8.6,70000,2026-02-19
1545,2950000,inner,5.4,30000,2026-08-14
1546,1590000,inner,16.7,30000,2026-05-14
1547,1070000,suburb,6.4,45000,2026-07-13
1548,2370000,remote,15.8,70000,2026-03-01
1549,1000000,remote,16.6,70000,2026-08-07
1550,2440000,remote,13.4,70000,2026-05-21
1551,2270000,remote,5.2,70000,2026-01-17
1552,800000,suburb,18.7,45000,2026-04-05
1553,2270000,suburb,21.5,45000,2026-07-11
1554,1090000,inner,20.6,30000,2026-07-09
1555,870000,remote,15.1,70000,2026-05-22
1556,1270000,suburb,5.0,45000,2026-02-05
1557,1630000,inner,14.1,30000,2026-08-16
1558,2210000,suburb,4.2,45000,2026-01-07
1559,190000,inner,20.1,30000,2026-05-26
1560,2860000,remote,21.3,70000,2026-03-21
1561,2530000,remote,21.5,70000,2026-01-02
1562,1650000,inner,1.8,30000,2026-05-28
1563,1910000,suburb,23.6,45000,2026-02-13
1564,760000,remote,14.4,70000,2026-04-04
1565,660000,remote,22.1,70000,2026-05-16
1566,670000,inner,20.8,30000,2026-06-11
1567,2040000,remote,5.6,70000,2026-04-14
1568,940000,inner,11.1,30000,2026-04-09
1569,330000,suburb,9.5,45000,2026-08-18
1570,1670000,inner,17.1,30000,2026-07-16
1571,790000,suburb,17.9,45000,2026-06-16
1572,150000,suburb,18.5,45000,2026-01-27
1573,1270000,inner,9.7,30000,2026-05-18
1574,1900000,remote,21.7,70000,2026-02-18
1575,2030000,suburb,23.2,45000,2026-01-13
1576,1590000,suburb,19.0,45000,2026-02-27
1577,1120000,suburb,15.9,45000,2026-03-15
1578,2130000,remote,21.7,70000,2026-01-09
1579,2460000,suburb,8.5,45000,2026-07-27
1580,560000,suburb,6.7,45000,2026-03-23
1581,1850000,inner,18.3,30000,2026-07-20
1582,1720000,remote,0.9,70000,2026-08-23
1583,990000,inner,16.1,30000,2026-08-26
1584,2100000,inner,7.8,30000,2026-04-21
1585,470000,remote,6.4,70000,2026-02-06
1586,710000,remote,23.5,70000,2026-07-26
1587,2490000,suburb,4.5,45000,2026-03-09
1588,1720000,remote,2.3,70000,2026-05-07
1589,980000,suburb,23.6,45000,2026-07-13
1590,1190000,remote,23.1,70000,2026-01-01
1591,1220000,remote,5.1,70000,2026-02-15
1592,910000,remote,15.5,70000,2026-01-13
1593,1380000,remote,24.0,70000,2026-03-03
1594,2950000,inner,18.0,30000,2026-02-01
1595,2370000,suburb,5.8,45000,2026-08-04
1596,1020000,inner,18.7,30000,2026-05-10
1597,710000,suburb,5.3,45000,2026-07-28
1598,1490000,inner,4.7,30000,2026-04-14
1599,190000,inner,6.0,30000,2026-05-09
1600,1320000,suburb,17.2,45000,2026-06-19
1601,480000,suburb,3.5,45000,2026-01-16
1602,2080000,suburb,9.7,45000,2026-04-23
1603,1360000,suburb,14.0,45000,2026-02-04
1604,1750000,inner,22.7,30000,2026-04-16
1605,280000,remote,12.7,70000,2026-01-09
1606,1590000,suburb,9.4,45000,2026-07-22
1607,260000,remote,4.4,70000,2026-03-09
1608,1780000,suburb,2.4,45000,2026-08-05
1609,2760000,remote,6.7,70000,2026-07-05
1610,270000,suburb,21.8,45000,2026-03-16
1611,1890000,suburb,22.6,45000,2026-07-10
1612,1400000,suburb,22.3,45000,2026-06-14
1613,2560000,suburb,21.4,45000,2026-03-18
1614,2300000,remote,3.9,70000,2026-01-07
1615,980000,inner,6.7,30000,2026-01-16
1616,2440000,remote,24.9,70000,2026-07-04
1617,250000,suburb,24.7,45000,2026-08-12
1618,2530000,remote,3.0,70000,2026-08-16
1619,800000,remote,2.5,70000,2026-02-12
1620,970000,suburb,12.8,45000,2026-03-24
1621,2930000,suburb,25.0,45000,2026-04-19
1622,2740000,inner,23.0,30000,2026-03-14
1623,2600000,inner,0.8,30000,2026-02-11
1624,670000,remote,14.8,70000,2026-07-12
1625,1700000,inner,2.2,30000,2026-03-01
1626,2500000,remote,23.9,70000,2026-08-21
1627,70000,remote,16.5,70000,2026-06-02
1628,1710000,suburb,21.6,45000,2026-03-07
1629,1490000,remote,1.6,70000,2026-06-26
1630,2850000,inner,10.1,30000,2026-07-03
1631,1270000,inner,0.7,30000,2026-07-03
1632,880000,inner,10.2,30000,2026-07-25
1633,830000,remote,12.4,70000,2026-02-10
1634,1630000,suburb,16.7,45000,2026-03-12
1635,2670000,suburb,11.2,45000,2026-04-16
1636,2480000,suburb,15.1,45000,2026-05-19
1637,2210000,inner,4.8,30000,2026-06-20
1638,2230000,remote,12.9,70000,2026-02-02
1639,1190000,suburb,13.3,45000,2026-03-16
1640,2730000,remote,11.8,70000,2026-02-10
1641,2490000,inner,24.6,30000,2026-05-05
1642,1580000,remote,10.8,70000,2026-04-17
1643,290000,remote,12.9,70000,2026-02-02
1644,2220000,remote,11.7,70000,2026-07-04
1645,2960000,remote,6.5,70000,2026-05-12
1646,2620000,inner,18.6,30000,2026-01-04
1647,960000,suburb,9.9,45000,2026-03-27
1648,2180000,inner,14.8,30000,2026-05-11
1649,2350000,suburb,24.2,45000,2026-05-11
1650,1130000,inner,18.7,30000,2026-03-03
1651,1370000,remote,13.5,70000,2026-02-14
1652,2070000,inner,4.5,30000,2026-02-01
1653,2400000,suburb,16.5,45000,2026-07-28
1654,2540000,remote,20.4,70000,2026-05-20
1655,1890000,remote,7.7,70000,2026-07-26
1656,740000,inner,3.0,30000,2026-01-07
1657,1010000,inner,12.1,30000,2026-01-07
1658,1280000,inner,15.7,30000,2026-07-27
1659,1020000,remote,19.3,70000,2026-02-10
1660,2470000,inner,3.1,30000,2026-07-01
1661,2320000,inner,0.7,30000,2026-08-16
1662,1290000,suburb,14.3,45000,2026-04-10
1663,310000,suburb,2.7,45000,2026-06-01
1664,2260000,remote,12.5,70000,2026-07-28
1665,2880000,remote,12.3,70000,2026-05-02
1666,2670000,suburb,17.9,45000,2026-08-08
1667,140000,remote,8.0,70000,2026-07-19
1668,1420000,inner,3.1,30000,2026-07-16
1669,1820000,remote,11.0,70000,2026-08-23
1670,1520000,inner,8.7,30000,2026-04-16
1671,2640000,inner,22.7,30000,2026-04-19
1672,2440000,suburb,18.1,45000,2026-03-10
1673,2180000,suburb,11.9,45000,2026-06-26
1674,1110000,inner,18.8,30000,2026-05-23
1675,2520000,remote,5.1,70000,2026-03-06
1676,2560000,remote,10.5,70000,2026-02-26
1677,1600000,suburb,14.0,45000,2026-04-07
1678,1880000,inner,17.0,30000,2026-05-12
1679,2620000,inner,1.8,30000,2026-01-26
1680,630000,suburb,14.1,45000,2026-04-04
1681,1370000,suburb,9.0,45000,2026-06-26
1682,2900000,inner,21.4,30000,2026-05-05
1683,580000,remote,20.0,70000,2026-01-15
1684,590000,inner,14.1,30000,2026-02-27
1685,580000,remote,3.1,70000,2026-03-21
1686,1900000,inner,7.4,30000,2026-03-24
1687,2640000,suburb,21.8,45000,2026-08-24
1688,1910000,inner,3.6,30000,2026-06-27
1689,2290000,inner,19.3,30000,2026-07-25
1690,2470000,inner,12.7,30000,2026-06-10
1691,1410000,inner,18.9,30000,2026-06-23
1692,1300000,suburb,18.9,45000,2026-03-25
1693,1210000,suburb,10.8,45000,2026-03-26
1694,2390000,suburb,11.2,45000,2026-06-01
1695,2690000,inner,8.6,30000,2026-02-03
1696,890000,suburb,10.0,45000,2026-07-02
1697,820000,inner,24.5,30000,2026-01-21
1698,2710000,remote,10.2,70000,2026-05-14
1699,2880000,remote,18.6,70000,2026-05-24
1700,90000,suburb,15.3,45000,2026-05-17
1701,2110000,inner,5.3,30000,2026-08-21
1702,2310000,remote,19.6,70000,2026-06-26
1703,1060000,suburb,1.1,45000,2026-05-03
1704,2040000,suburb,24.8,45000,2026-03-17
1705,1140000,suburb,13.9,45000,2026-02-17
1706,1790000,remote,0.9,70000,2026-03-01
1707,1370000,remote,19.4,70000,2026-04-27
1708,2210000,remote,1.7,70000,2026-02-24
1709,1370000,suburb,1.4,45000,2026-06-04
1710,680000,remote,14.4,70000,2026-08-10
1711,2370000,inner,20.2,30000,2026-06-08
1712,2940000,remote,7.6,70000,2026-04-12
1713,2980000,remote,9.6,70000,2026-03-23
1714,1310000,remote,13.0,70000,2026-02-11
1715,1890000,inner,3.8,30000,2026-08-04
1716,2150000,suburb,1.7,45000,2026-02-03
1717,2480000,inner,2.1,30000,2026-04-15
1718,2740000,remote,14.1,70000,2026-07-19
1719,1400000,suburb,10.7,45000,2026-08-21
1720,2550000,suburb,4.2,45000,2026-07-27
1721,700000,remote,11.6,70000,2026-08-23
1722,2670000,remote,5.5,70000,2026-02-23
1723,210000,suburb,9.4,45000,2026-03-18
1724,2140000,inner,9.4,30000,2026-02-04
1725,250000,suburb,9.4,45000,2026-03-04
1726,1600000,suburb,0.9,45000,2026-05-16
1727,770000,inner,23.4,30000,2026-07-02
1728,1500000,suburb,20.5,45000,2026-04-06
1729,60000,suburb,8.8,45000,2026-02-18
1730,2180000,inner,7.9,30000,2026-08-19
1731,1770000,suburb,20.9,45000,2026-07-16
1732,720000,remote,16.0,70000,2026-03-17
1733,2340000,suburb,18.3,45000,2026-03-28
1734,2140000,inner,22.5,30000,2026-07-08
1735,2810000,suburb,22.3,45000,2026-01-22
1736,1470000,remote,4.3,70000,2026-02-28
1737,2970000,inner,16.2,30000,2026-05-18
1738,2910000,remote,23.9,70000,2026-02-07
1739,320000,remote,12.0,70000,2026-04-25
1740,660000,inner,7.0,30000,2026-03-01
1741,1300000,inner,20.2,30000,2026-08-03
1742,1690000,remote,1.3,70000,2026-07-19
1743,1790000,inner,10.5,30000,2026-07-06
1744,1670000,remote,2.5,70000,2026-07-09
1745,2820000,inner,3.8,30000,2026-03-10
1746,500000,suburb,23.8,45000,2026-03-10
1747,910000,remote,24.0,70000,2026-01-20
1748,180000,inner,9.9,30000,2026-01-10
1749,770000,suburb,6.6,45000,2026-07-11
1750,310000,inner,18.9,30000,2026-04-08
1751,1260000,remote,18.9,70000,2026-08-17
1752,630000,suburb,8.1,45000,2026-05-02
1753,2130000,remote,0.9,70000,2026-02-16
1754,1240000,remote,13.9,70000,2026-01-09
1755,560000,remote,14.0,70000,2026-04-25
1756,1600000,inner,2.3,30000,2026-07-15
1757,2610000,remote,24.2,70000,2026-04-26
1758,2810000,suburb,6.3,45000,2026-03-26
1759,2890000,suburb,0.2,45000,2026-08-02
1760,1530000,suburb,1.7,45000,2026-03-01
1761,1440000,suburb,17.1,45000,2026-05-27
1762,1130000,suburb,4.2,45000,2026-05-02
1763,2930000,remote,2.4,70000,2026-02-10
1764,670000,remote,14.0,70000,2026-03-24
1765,2260000,suburb,12.7,45000,2026-04-20
1766,1800000,suburb,17.8,45000,2026-05-25
1767,1300000,suburb,5.4,45000,2026-06-11
1768,1730000,remote,3.5,70000,2026-01-23
1769,2480000,inner,16.9,30000,2026-01-01
1770,2890000,suburb,9.9,45000,2026-08-25
1771,440000,inner,20.4,30000,2026-01-27
1772,680000,suburb,9.5,45000,2026-06-27
1773,1880000,remote,21.0,70000,2026-07-06
1774,90000,remote,9.4,70000,2026-02-15
1775,2320000,inner,18.6,30000,2026-01-08
1776,1880000,suburb,20.4,45000,2026-04-03
1777,1600000,remote,24.5,70000,2026-04-08
1778,230000,suburb,22.6,45000,2026-05-16
1779,1120000,remote,24.6,70000,2026-01-07
1780,2070000,remote,7.1,70000,2026-02-28
1781,2570000,remote,5.0,70000,2026-03-18
1782,2940000,remote,14.8,70000,2026-03-03
1783,380000,remote,23.4,70000,2026-03-09
1784,2720000,inner,21.2,30000,2026-05-07
1785,2770000,inner,14.1,30000,2026-05-22
